R-Effective County Model Time Series for Fresno,,,,,,,
COVID Assessment Tool - Downloaded on 2020-08-27,,,,,,,
Date,CovidActNow,LEMMA,JHU,Stanford,UCSF,Harvard,Ensemble
2020-01-31,0,0,2.57,0,0,0,0
2020-02-01,0,0,2.57,0,0,0,0
2020-02-02,0,0,2.57,0,0,0,2.57
2020-02-03,0,0,2.57,0,0,0,2.57
2020-02-04,0,0,2.57,0,0,0,2.57
2020-02-05,0,0,2.57,0,0,0,2.57
2020-02-06,0,0,2.57,0,0,0,2.57
2020-02-07,0,0,2.57,0,0,0,2.57
2020-02-08,0,0,2.57,0,0,0,2.57
2020-02-09,0,0,2.57,0,0,0,2.57
2020-02-10,0,0,2.57,0,0,0,2.57
2020-02-11,0,0,2.57,0,0,0,2.57
2020-02-12,0,0,2.57,0,0,0,2.57
2020-02-13,0,0,2.57,0,0,0,2.57
2020-02-14,0,0,2.57,0,0,0,2.57
2020-02-15,0,0,2.57,0,0,0,2.57
2020-02-16,0,0,2.57,0,0,0,2.57
2020-02-17,0,0,2.57,0,0,0,2.57
2020-02-18,0,0,2.57,0,0,0,2.57
2020-02-19,0,0,2.57,0,0,0,2.57
2020-02-20,0,0,2.57,0,0,0,2.57
2020-02-21,0,0,2.57,0,0,0,2.57
2020-02-22,0,0,2.57,0,0,0,2.57
2020-02-23,0,0,2.57,0,0,0,2.57
2020-02-24,0,0,2.57,0,0,0,2.57
2020-02-25,0,0,2.57,0,0,0,2.57
2020-02-26,0,0,2.57,0,0,0,2.57
2020-02-27,0,0,2.57,0,0,0,2.57
2020-02-28,0,0,2.57,0,0,0,2.57
2020-02-29,0,0,2.57,0,0,0,2.57
2020-03-01,0,0,2.57,0,0,0,2.57
2020-03-02,0,0,2.57,0,0,0,2.57
2020-03-03,0,0,2.57,0,0,0,2.57
2020-03-04,0,0,2.57,0,0,0,2.57
2020-03-05,0,0,2.57,0,0,0,2.57
2020-03-06,0,0,2.57,0,0,0,2.57
2020-03-07,0,0,2.57,0,0,0,2.57
2020-03-08,0,0,2.57,0,0,0,2.57
2020-03-09,0,0,2.57,0,0,0,2.57
2020-03-10,0,0,2.57,0,0.86,0,2.28
2020-03-11,0,0,2.57,2.36,0.92,0,2.21
2020-03-12,0,0,2.57,2.36,0.98,0,2.14
2020-03-13,1.79,0,1.99,2.35,1.03,0,2.2
2020-03-14,1.8,0,1.99,2.34,1.09,0,2.05
2020-03-15,1.81,2.24,1.99,2.32,0,0,1.97
2020-03-16,1.82,2.17,1.99,2.25,1.19,0,2
2020-03-17,1.83,2.07,1.99,2.14,1.24,0,2.03
2020-03-18,1.83,1.93,1.99,1.96,1.28,0,1.97
2020-03-19,1.83,1.76,1.99,1.75,1.31,0,1.89
2020-03-20,1.82,1.55,1.36,1.55,1.34,0,1.75
2020-03-21,1.8,1.41,1.36,1.41,1.36,0,1.57
2020-03-22,1.78,1.33,1.36,1.31,1.38,0,1.44
2020-03-23,1.75,1.27,1.36,1.25,1.39,0,1.37
2020-03-24,1.72,1.24,1.36,1.22,1.39,0,1.36
2020-03-25,1.68,1.22,1.36,1.2,1.39,0,1.36
2020-03-26,1.64,1.21,1.36,1.19,1.38,0,1.36
2020-03-27,1.59,1.2,1.36,1.18,1.37,0,1.36
2020-03-28,1.55,1.2,1.36,1.17,1.36,0,1.36
2020-03-29,1.5,1.2,1.36,1.17,1.34,0,1.35
2020-03-30,1.45,1.19,1.36,1.17,1.33,0,1.34
2020-03-31,1.4,1.19,1.36,1.17,1.32,0,1.33
2020-04-01,1.36,1.19,1.36,1.17,1.3,0,1.32
2020-04-02,1.32,1.19,1.36,1.17,1.29,1.36,1.31
2020-04-03,1.28,1.18,1.36,1.17,1.28,1.4,1.3
2020-04-04,1.25,1.18,1.36,1.17,1.27,1.24,1.28
2020-04-05,1.22,1.18,1.36,1.17,1.26,1.26,1.26
2020-04-06,1.2,1.18,1.36,1.17,1.25,1.39,1.24
2020-04-07,1.18,1.18,1.36,1.17,1.24,1.4,1.23
2020-04-08,1.16,1.18,1.36,1.17,1.23,1.23,1.21
2020-04-09,1.15,1.18,1.36,1.16,1.22,1.24,1.21
2020-04-10,1.13,1.18,1.36,1.16,1.21,1.27,1.2
2020-04-11,1.13,1.18,1.36,1.16,1.2,1.26,1.2
2020-04-12,1.12,1.18,1.36,1.16,1.18,1.34,1.19
2020-04-13,1.11,1.18,1.36,1.16,1.17,1.24,1.18
2020-04-14,1.11,1.17,1.36,1.16,1.15,1.12,1.17
2020-04-15,1.11,1.18,1.36,1.16,1.14,1.1,1.16
2020-04-16,1.11,1.17,1.36,1.16,1.12,1.23,1.16
2020-04-17,1.11,1.17,1.36,1.16,1.11,1.1,1.15
2020-04-18,1.11,1.17,1.36,1.16,1.1,1.38,1.16
2020-04-19,1.11,1.17,1.36,1.16,1.1,1.24,1.16
2020-04-20,1.11,1.17,1.36,1.16,1.09,1.05,1.16
2020-04-21,1.11,1.16,1.36,1.16,1.09,1.13,1.15
2020-04-22,1.12,1.16,1.36,1.16,1.08,1.11,1.14
2020-04-23,1.12,1.16,1.36,1.16,1.08,1.12,1.14
2020-04-24,1.13,1.16,1.36,1.17,1.08,1.24,1.15
2020-04-25,1.14,1.16,1.36,1.17,1.08,0.85,1.15
2020-04-26,1.14,1.16,1.36,1.18,1.07,1.25,1.16
2020-04-27,1.15,1.16,1.36,1.18,1.07,1.22,1.16
2020-04-28,1.16,1.16,1.36,1.19,1.07,1.18,1.17
2020-04-29,1.16,1.16,1.36,1.2,1.07,1.14,1.17
2020-04-30,1.17,1.16,1.36,1.21,1.06,1.1,1.16
2020-05-01,1.17,1.15,1.36,1.21,1.06,1.48,1.17
2020-05-02,1.17,1.15,1.36,1.21,1.06,1.37,1.18
2020-05-03,1.17,1.15,1.36,1.21,1.05,1.04,1.18
2020-05-04,1.17,1.14,1.36,1.21,1.05,1.18,1.18
2020-05-05,1.17,1.14,1.36,1.21,1.05,1.28,1.18
2020-05-06,1.17,1.14,1.36,1.21,1.05,1.5,1.19
2020-05-07,1.16,1.14,1.36,1.21,1.04,1.37,1.19
2020-05-08,1.15,1.14,1.12,1.21,1.04,0.84,1.17
2020-05-09,1.14,1.14,1.12,1.21,1.04,1.24,1.15
2020-05-10,1.13,1.13,1.12,1.21,1.04,1.06,1.13
2020-05-11,1.12,1.12,1.12,1.21,1.03,1.26,1.13
2020-05-12,1.11,1.09,1.12,1.21,1.03,1.18,1.12
2020-05-13,1.09,1.06,1.12,1.21,1.03,0.91,1.1
2020-05-14,1.08,1.02,1.12,1.21,1.02,1.13,1.1
2020-05-15,1.07,0.97,1.12,1.21,1.02,1.31,1.09
2020-05-16,1.06,0.92,1.12,1.21,1.02,0.92,1.08
2020-05-17,1.06,0.89,1.12,1.21,1.02,1.04,1.06
2020-05-18,1.05,0.87,1.12,1.21,1.02,0.92,1.04
2020-05-19,1.05,0.85,1.12,1.21,1.02,0.91,1.04
2020-05-20,1.04,0.85,1.12,1.21,1.02,1.06,1.04
2020-05-21,1.04,0.84,1.12,1.2,1.03,0.71,1.04
2020-05-22,1.04,0.84,1.12,1.2,1.04,0.75,1.04
2020-05-23,1.05,0.84,1.12,1.2,1.04,1.3,1.05
2020-05-24,1.05,0.85,1.12,1.2,1.05,1.11,1.07
2020-05-25,1.06,0.86,1.12,1.2,1.06,1.11,1.08
2020-05-26,1.06,0.88,1.18,1.2,1.07,1.08,1.08
2020-05-27,1.07,0.92,1.18,1.2,1.08,0.94,1.08
2020-05-28,1.08,0.96,1.18,1.2,1.09,1.45,1.1
2020-05-29,1.09,1.02,1.18,1.2,1.1,1.28,1.12
2020-05-30,1.09,1.08,1.18,1.19,1.11,0.9,1.13
2020-05-31,1.1,1.13,1.18,1.19,1.12,1.14,1.13
2020-06-01,1.11,1.17,1.18,1.19,1.12,1.16,1.13
2020-06-02,1.12,1.2,1.18,1.19,1.13,1.16,1.16
2020-06-03,1.13,1.21,1.18,1.19,1.14,1.12,1.16
2020-06-04,1.14,1.22,1.18,1.19,1.14,0.97,1.16
2020-06-05,1.15,1.22,1.18,1.19,1.15,1.18,1.17
2020-06-06,1.16,1.22,1.18,1.18,1.16,1.28,1.17
2020-06-07,1.18,1.23,1.18,1.18,1.17,1.02,1.18
2020-06-08,1.19,1.25,1.18,1.18,1.18,1.24,1.18
2020-06-09,1.2,1.27,1.18,1.18,1.19,1.09,1.18
2020-06-10,1.22,1.31,1.18,1.18,1.2,1.46,1.19
2020-06-11,1.23,1.34,1.18,1.17,1.21,1.32,1.2
2020-06-12,1.25,1.38,1.37,1.17,1.22,1.01,1.22
2020-06-13,1.26,1.41,1.37,1.17,1.23,1.42,1.26
2020-06-14,1.27,1.43,1.37,1.17,1.24,1.59,1.29
2020-06-15,1.28,1.44,1.37,1.16,1.25,1.25,1.3
2020-06-16,1.29,1.45,1.37,1.16,1.25,1.18,1.29
2020-06-17,1.3,1.46,1.37,1.16,1.26,1.28,1.28
2020-06-18,1.3,1.46,1.37,1.16,1.27,1.38,1.3
2020-06-19,1.31,1.46,1.37,1.15,1.27,1.6,1.32
2020-06-20,1.31,1.46,1.37,1.15,1.28,1.29,1.33
2020-06-21,1.31,1.46,1.37,1.15,1.28,1.44,1.33
2020-06-22,1.3,1.45,1.37,1.14,1.28,1.38,1.33
2020-06-23,1.3,1.45,1.37,1.14,1.28,1.28,1.32
2020-06-24,1.29,1.45,1.37,1.14,1.29,1.31,1.31
2020-06-25,1.28,1.45,1.37,1.13,1.29,1.06,1.29
2020-06-26,1.27,1.46,1.37,1.13,1.29,1.29,1.29
2020-06-27,1.26,1.46,1.37,1.13,1.29,1.39,1.3
2020-06-28,1.25,1.46,1.37,1.12,1.29,1.02,1.3
2020-06-29,1.23,1.46,1.37,1.12,1.28,1.11,1.29
2020-06-30,1.22,1.46,1.37,1.12,1.28,1.31,1.27
2020-07-01,1.2,1.46,1.27,1.11,1.27,0.98,1.26
2020-07-02,1.19,1.46,1.27,1.11,1.26,1.59,1.26
2020-07-03,1.17,1.46,1.27,1.11,1.25,1.36,1.25
2020-07-04,1.16,1.46,1.27,1.1,1.23,1.26,1.25
2020-07-05,1.14,1.45,1.27,1.1,1.21,1.2,1.23
2020-07-06,1.13,1.45,1.27,1.1,1.2,1.19,1.21
2020-07-07,1.12,1.45,1.27,1.09,1.18,1.21,1.2
2020-07-08,1.11,1.44,1.27,1.09,1.17,1.17,1.19
2020-07-09,1.1,1.43,1.27,1.08,1.16,0.95,1.17
2020-07-10,1.1,1.41,1.27,1.08,1.15,0.87,1.14
2020-07-11,1.09,1.37,1.27,1.07,1.14,0.81,1.12
2020-07-12,1.09,1.29,1.27,1.07,1.14,1.1,1.12
2020-07-13,1.09,1.16,1.27,1.07,1.13,1.15,1.12
2020-07-14,1.08,0.99,1.31,1.06,1.13,0.9,1.11
2020-07-15,1.09,0.9,1.31,1.06,1.12,1.29,1.11
2020-07-16,1.09,0.85,1.31,1.05,1.12,1.16,1.09
2020-07-17,1.09,0.83,1.31,1.05,1.11,1.24,1.1
2020-07-18,1.09,0.81,1.31,1.04,1.11,1.26,1.1
2020-07-19,1.08,0.81,1.31,1.04,1.1,1.18,1.1
2020-07-20,1.08,0.8,1.31,1.03,1.09,1.15,1.09
2020-07-21,1.08,0.8,1.31,1.03,1.08,1.12,1.08
2020-07-22,1.07,0.8,1.31,1.03,1.07,0.81,1.07
2020-07-23,1.07,0.8,1.31,1.02,1.05,0.97,1.05
2020-07-24,1.06,0.8,1.31,1.02,1.04,0.85,1.04
2020-07-25,1.05,0.8,1.31,1.01,1.04,1.16,1.04
2020-07-26,1.04,0.81,1.31,1.01,1.03,1.02,1.03
2020-07-27,1.03,0.81,1.31,1,1.02,0.82,1.03
2020-07-28,1.02,0.82,1.31,1,1.02,1.14,1.02
2020-07-29,1.01,0.82,1.31,0.99,1.02,1.13,1.02
2020-07-30,1,0.83,1.31,0.99,1.03,1.1,1.02
2020-07-31,1,0.83,1.31,0.98,1.03,1.1,1.02
2020-08-01,1,0.84,1.31,0.98,1.05,0.96,1.01
2020-08-02,1,0.84,1.31,0.98,1.06,0.91,1
2020-08-03,1,0.84,1.31,0.97,1.07,1.1,1
2020-08-04,1,0.84,1.31,0.97,1.09,0.93,1
2020-08-05,1.01,0.84,1.31,0.96,1.1,1.17,1.03
2020-08-06,1.02,0.84,1.31,0.96,1.11,0.86,1.01
2020-08-07,1.02,0.84,1.31,0.95,1.12,0.85,1.01
2020-08-08,1.03,0.85,1.31,0.95,1.12,0.75,0.99
2020-08-09,1.04,0.86,1.31,0.95,1.12,1.16,1.02
2020-08-10,1.04,0.87,1.31,0.94,1.11,0.96,1.02
2020-08-11,1.05,0.89,1.31,0.94,1.09,1.17,1.05
2020-08-12,1.05,0.92,1.31,0.93,1.07,0.89,1.02
2020-08-13,1.05,0.94,1.31,0.93,1.05,1.39,1.04
2020-08-14,1.04,0.96,1.31,0.93,1.03,1.58,1.03
2020-08-15,1.04,0.98,1.31,0.92,1.01,1.4,1.04
2020-08-16,1.03,0.99,1.31,0.92,0.99,1.14,1.02
2020-08-17,1.02,0.99,1.31,0.92,0.97,1.2,1.01
2020-08-18,1.01,0.99,1.31,0.91,0.96,1.04,1
2020-08-19,0.99,0.99,1.31,0.91,0.94,1.1,1
2020-08-20,0.98,0.99,1.31,0.91,0.93,0.81,0.98
2020-08-21,0.97,0.99,1.31,0.9,0.92,0,0.97
2020-08-22,0.95,0.99,1.31,0.9,0.91,0,0.96
2020-08-23,0.94,0.99,1.31,0.9,0.9,0,0.95
2020-08-24,0.92,0.99,1.31,0.89,0.9,0,0.93
2020-08-25,0.9,0.98,1.31,0.89,0,0,0.93
Please see the Technical Notes tab of the application for data sources.,,,,,,,
Prepared by: California Department of Public Health - COVID Modeling Team,,,,,,,
